SNName,RA(deg),DEC(deg),observed,yearchecked
SN2019muj,36.57716666666666,-9.835941666666667,False,2019
SN2019lsm,218.76088333333334,14.777111111111111,False,2019
SN2019kbj,332.8413916666666,19.61763888888889,False,2019
SN2019jyw,16.625916666666665,-2.198888888888889,False,2019
SN2019hcc,315.0872333333333,-21.343333333333334,False,2019
SN2019gbx,192.5116833333333,-14.766666666666667,False,2019
SN2019gaf,309.23019999999997,2.8068,False,2019
SN2019fxy,155.33741249999997,12.178241666666667,False,2019
SN2019enr,143.6988333333333,10.286891666666667,False,2019
SN2019ein,208.37139166666663,40.27538888888889,False,2019
SN2019ehk,185.73387499999998,15.826,False,2019
SN2019eez,94.09262083333331,-21.35995,False,2019
SN2019hge,336.0883541666666,24.788086111111113,False,2019
SN2019esa,118.75370416666665,-76.41194444444444,False,2019
SN2019enz,209.2754083333333,27.994086111111113,False,2019
SN2019enr,143.6988333333333,10.286891666666667,False,2019
SN2019ein,208.37139166666663,40.27538888888889,False,2019
SN2019cqc,275.4293375,30.992619444444447,False,2019
SN2019cca,180.71416666666664,-16.66333333333333,False,2019
SN2019cad,137.1790458333333,44.81278888888889,False,2019
SN2019ata,153.54496666666662,-35.16083333333333,False,2019
SN2019arb,184.88011666666665,49.81415833333333,False,2019
SN2019ahd,162.79912499999998,5.842030555555556,False,2019
SN2019yz,235.48877083333332,0.7109472222222222,False,2019
SN2019rz,102.60731666666665,43.05331666666667,False,2019
SN2019rn,34.49835416666666,14.533447222222222,False,2019
SN2019np,157.34149999999997,29.510666666666665,False,2019
SN2019kf,156.82262916666664,26.53308611111111,False,2019
SN2019bm,179.3181208333333,36.41630833333333,False,2019
SN2019bl,106.14862916666665,17.569630555555555,False,2019
SN2018lei,38.393054166666666,-39.044999999999995,False,2018
SN2018kzr,127.22274999999998,1.110752777777778,False,2018
SN2018kpo,55.17939166666666,-6.423333333333334,False,2018
SN2018jov,120.02974999999999,58.70970833333334,False,2018
SN2018ivc,40.67198333333333,-0.008866666666666667,False,2018
SN2018aad,59.50624166666666,-65.50694444444444,False,2018
SN2018jky,51.50882083333333,-17.563055555555557,False,2018
SN2018jag,15.951291666666664,10.592361111111112,False,2018
SN2018ivc,40.672041666666665,-0.008888888888888889,False,2018
SN2018isq,49.210833333333326,80.78458333333333,False,2018
SN2018ilu,353.3374166666666,4.809627777777777,False,2018
SN2018imf,190.67245833333328,13.265277777777778,False,2018
SN2018ibb,69.73733333333331,-20.66222222222222,False,2018
SN2018hxf,65.57484583333333,-5.468280555555555,False,2018
SN2018jov,120.02974999999999,58.70970833333334,False,2018
SN2018jky,51.50882083333333,-17.563055555555557,False,2018
SN2018hmx,128.41391666666664,55.598083333333335,False,2018
SN2018hpu,49.58843749999999,-41.609722222222224,False,2018
SN2018htr,3.5333333333333328,-23.16936388888889,False,2018
SN2018hmx,128.41391666666664,55.598083333333335,False,2018
SN2018hso,173.46666666666667,53.11872777777778,False,2018
SN2018bgv,165.6262083333333,55.59883055555556,False,2018
SN2018ilu,353.3374166666666,4.809627777777777,False,2018
SN2018hpu,49.58843749999999,-41.609722222222224,False,2018
SN2018hkx,60.22420833333332,-66.67527777777778,False,2018
SN2018gwo,182.16212499999997,68.77916388888889,False,2018
SN2018gro,332.9549999999999,38.70041666666667,False,2018
SN2018get,113.53779166666665,4.549419444444444,False,2018
SN2018bbl,344.2267958333333,-37.346825,False,2018
SN2018feb,257.5465,21.649036111111112,False,2018
SN2018feq,18.828079166666665,-44.91972222222222,False,2018
SN2018evk,348.9373333333333,6.911027777777778,False,2018
SN2018evt,206.66337499999997,-9.643333333333333,False,2018
SN2018hfm,144.0364,6.257522222222223,False,2018
SN2018dfy,325.88712499999997,43.549499999999995,False,2018
SN2018dfg,211.6445833333333,-5.450833333333334,False,2018
